"Path","TopFolder","Extension","Bytes","KB"
"archive\_wingman_backup_projectstore_timer_fix_20260614-084550\projectStore.ts","archive",".ts","51903","50.69"
"archive\_wingman_backup_compare_pre_commit_cleanup_20260614-084236\src\wingman2\data\projectStore.ts","archive",".ts","51873","50.66"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\data\projectStore.ts","archive",".ts","51873","50.66"
".wingman-work\backups\20260811-125821\src\wingman2\lib\roomTemplatesExtra.ts",".wingman-work",".ts","51028","49.83"
".wingman-work\backups\20260811-125215\src\wingman2\lib\roomTemplatesExtra.ts",".wingman-work",".ts","51028","49.83"
".wingman-work\backups\20260811-125346\src\wingman2\lib\roomTemplatesExtra.ts",".wingman-work",".ts","51028","49.83"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProductFamilyPage.tsx",".wingman-work",".tsx","50102","48.93"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProductFamilyPage.tsx",".wingman-work",".tsx","50102","48.93"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProductFamilyPage.tsx",".wingman-work",".tsx","50102","48.93"
".wingman-work\backups\20260811-125346\src\wingman2\lib\__fixtures__\productIntelligenceIndexSample.json",".wingman-work",".json","50054","48.88"
".wingman-work\backups\20260811-125215\src\wingman2\lib\__fixtures__\productIntelligenceIndexSample.json",".wingman-work",".json","50054","48.88"
".wingman-work\backups\20260811-125821\src\wingman2\lib\__fixtures__\productIntelligenceIndexSample.json",".wingman-work",".json","50054","48.88"
".wingman-work\backups\20260811-125821\src\wingman2\pages\VideowallBuilderPage.tsx",".wingman-work",".tsx","49844","48.68"
".wingman-work\backups\20260811-125215\src\wingman2\pages\VideowallBuilderPage.tsx",".wingman-work",".tsx","49844","48.68"
".wingman-work\backups\20260811-125346\src\wingman2\pages\VideowallBuilderPage.tsx",".wingman-work",".tsx","49844","48.68"
".wingman-work\backups\20260811-125821\src\wingman2\lib\projectTopology.ts",".wingman-work",".ts","49659","48.5"
".wingman-work\backups\20260811-125215\src\wingman2\lib\projectTopology.ts",".wingman-work",".ts","49659","48.5"
".wingman-work\backups\20260811-125346\src\wingman2\lib\projectTopology.ts",".wingman-work",".ts","49659","48.5"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanGuruDrawer.tsx","archive",".tsx","49353","48.2"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSpecEngine.ts",".wingman-work",".ts","49143","47.99"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSpecEngine.ts",".wingman-work",".ts","49143","47.99"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSpecEngine.ts",".wingman-work",".ts","49143","47.99"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\TemplatesPage.tsx","archive",".tsx","48104","46.98"
".wingman-work\backups\20260811-125215\src\wingman2\components\ProposalCompletionWizard.tsx",".wingman-work",".tsx","46994","45.89"
".wingman-work\backups\20260811-125821\src\wingman2\components\ProposalCompletionWizard.tsx",".wingman-work",".tsx","46994","45.89"
".wingman-work\backups\20260811-125346\src\wingman2\components\ProposalCompletionWizard.tsx",".wingman-work",".tsx","46994","45.89"
"archive\_wingman_backup_videowall_wizard_20260615-224310\VideoWallPage.tsx.bak","archive",".bak","46940","45.84"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46831","45.73"
"archive\_wingman_backup_compare_start_cleanup_20260613-214227\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46701","45.61"
"archive\_wingman_backup_remove_compare_matrix_stage_20260613-214049\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46577","45.49"
"archive\_wingman_backup_compare_direct_results_20260613-213828\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46453","45.36"
"archive\_wingman_backup_compare_layout_reset_20260613-211633\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46350","45.26"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorProductIntelligence.ts",".wingman-work",".ts","46304","45.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorProductIntelligence.ts",".wingman-work",".ts","46304","45.22"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorProductIntelligence.ts",".wingman-work",".ts","46304","45.22"
"backups\compare-step-rail-20260713-180854\wingman-workflow-theme.css.bak","backups",".bak","46294","45.21"
"archive\_wingman_backup_replace_compare_page_20260613-214821\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46294","45.21"
"archive\_wingman_backup_wireless_compare_intelligence_20260613-211150\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46196","45.11"
"archive\_wingman_backup_remove_compare_matrix_clean_20260613-214621\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46173","45.09"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\avGlossary.ts","archive",".ts","46167","45.08"
"archive\_wingman_backup_simplify_compare_results_20260613-210000\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","46072","44.99"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\roomTemplatesExtra.ts","archive",".ts","45841","44.77"
".wingman-work\backups\20260811-125346\src\wingman2\pages\IngestPage.tsx",".wingman-work",".tsx","45835","44.76"
".wingman-work\backups\20260811-125215\src\wingman2\pages\IngestPage.tsx",".wingman-work",".tsx","45835","44.76"
".wingman-work\backups\20260811-125821\src\wingman2\pages\IngestPage.tsx",".wingman-work",".tsx","45835","44.76"
"server\product-intelligence-store.mjs.20260811-132222.bak","server",".bak","45720","44.65"
".wingman-work\backups\20260811-125215\src\wingman2\data\avGlossary.ts",".wingman-work",".ts","45670","44.6"
".wingman-work\backups\20260811-125821\src\wingman2\data\avGlossary.ts",".wingman-work",".ts","45670","44.6"
".wingman-work\backups\20260811-125346\src\wingman2\data\avGlossary.ts",".wingman-work",".ts","45670","44.6"
"archive\_wingman_backup_compare_marker_compat_20260613-203747\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","45580","44.51"
"archive\_wingman_backup_compare_shortlist_20260613-202323\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","45559","44.49"
"data\governance\wyrestorm-technical-profiles.json.20260722-115849.bak","data",".bak","45509","44.44"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-no-scroll-paged-20260612-070828","archive",".bak-no-scroll-paged-20260612-070828","45501","44.43"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-clean-replace-20260612-071004","archive",".bak-clean-replace-20260612-071004","45483","44.42"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\__tests__\projectStore.test.ts","archive",".ts","45483","44.42"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSpecEngine.ts.20260722-115849.bak",".wingman-work",".bak","45456","44.39"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSpecEngine.ts.20260722-115849.bak",".wingman-work",".bak","45456","44.39"
"src\wingman2\lib\compareSpecEngine.ts.20260722-115849.bak","src",".bak","45456","44.39"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSpecEngine.ts.20260722-115849.bak",".wingman-work",".bak","45456","44.39"
"archive\_wingman_backup_compare_route_lock_20260614-102158\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","45445","44.38"
"archive\_wingman_backup_compare_v5_20260614-102800\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","45445","44.38"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSpecEngine.ts.20260722-091530.bak",".wingman-work",".bak","45125","44.07"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSpecEngine.ts.20260722-091530.bak",".wingman-work",".bak","45125","44.07"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSpecEngine.ts.20260722-091530.bak",".wingman-work",".bak","45125","44.07"
"src\wingman2\lib\compareSpecEngine.ts.20260722-091530.bak","src",".bak","45125","44.07"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-tabbed-product-discussion-20260612-082607","archive",".bak-tabbed-product-discussion-20260612-082607","44944","43.89"
".wingman-work\backups\20260811-125215\src\wingman2\lib\recommendationEvidence.ts",".wingman-work",".ts","44443","43.4"
".wingman-work\backups\20260811-125346\src\wingman2\lib\recommendationEvidence.ts",".wingman-work",".ts","44443","43.4"
".wingman-work\backups\20260811-125821\src\wingman2\lib\recommendationEvidence.ts",".wingman-work",".ts","44443","43.4"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\compareEligibilityEngine.ts","archive",".ts","44396","43.36"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\VideowallBuilderPage.tsx","archive",".tsx","44343","43.3"
"archive\_wingman_backup_compare_pre_commit_cleanup_20260614-084236\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","44324","43.29"
"archive\_wingman_backup_compare_marker_fix_20260614-085133\ComparePageNew.tsx","archive",".tsx","44324","43.29"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","44324","43.29"
"archive\_wingman_backup_compare_direct_map_20260614-083546\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","44201","43.17"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\ProductFamilyPage.tsx","archive",".tsx","44017","42.99"
"backups\templates-library-toolbar-20260713-175719\wingman-workflow-theme.css.bak","backups",".bak","43796","42.77"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorSpecRegistry.ts",".wingman-work",".ts","43789","42.76"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorSpecRegistry.ts",".wingman-work",".ts","43789","42.76"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorSpecRegistry.ts",".wingman-work",".ts","43789","42.76"
"archive\_src_inline_backups\src\wingman2\pages\ComparePage.tsx.bak-functional-compare-20260610-210328","archive",".bak-functional-compare-20260610-210328","43644","42.62"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-product-paging-20260612-070629","archive",".bak-product-paging-20260612-070629","43470","42.45"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\ProductFamilyPage.tsx","archive",".tsx","43396","42.38"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSpecEngine.ts.20260722-090142.bak",".wingman-work",".bak","42830","41.83"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSpecEngine.ts.20260722-090142.bak",".wingman-work",".bak","42830","41.83"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSpecEngine.ts.20260722-090142.bak",".wingman-work",".bak","42830","41.83"
"src\wingman2\lib\compareSpecEngine.ts.20260722-090142.bak","src",".bak","42830","41.83"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\VideowallBuilderPage.tsx","archive",".tsx","42825","41.82"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","42379","41.39"
"archive\_wingman_backup_compare_page_shortlist_runtime_20260614-080323\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","42349","41.36"
"archive\_wingman_backup_wire_compare_page_shortlist_20260614-075644\src\wingman2\pages\ComparePageNew.tsx","archive",".tsx","42349","41.36"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-scrollbars-20260612-070418","archive",".bak-scrollbars-20260612-070418","42057","41.07"
"archive\_src_inline_backups\src\wingman2\pages\ProductCallCardsPage.tsx.bak-endpoint-20260612-070057","archive",".bak-endpoint-20260612-070057","42019","41.03"
"archive\_src_inline_backups\src\wingman2\styles\wingman-redesign-theme.css.backup-clean-cards-settings-v2-20260707-055248","archive",".backup-clean-cards-settings-v2-20260707-055248","41815","40.83"
"data-sources\competitors\atlona.csv.20260722-090142.bak","data-sources",".bak","41725","40.75"
".wingman-work\backups\20260811-125821\src\__tests__\recommendationEvidence.test.ts",".wingman-work",".ts","41122","40.16"
".wingman-work\backups\20260811-125215\src\__tests__\recommendationEvidence.test.ts",".wingman-work",".ts","41122","40.16"
".wingman-work\backups\20260811-125346\src\__tests__\recommendationEvidence.test.ts",".wingman-work",".ts","41122","40.16"
".wingman-work\backups\20260811-125215\src\wingman2\lib\diagramTemplates.ts",".wingman-work",".ts","40925","39.97"
".wingman-work\backups\20260811-125346\src\wingman2\lib\diagramTemplates.ts",".wingman-work",".ts","40925","39.97"
".wingman-work\backups\20260811-125821\src\wingman2\lib\diagramTemplates.ts",".wingman-work",".ts","40925","39.97"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ProductFamilyPage.tsx","archive",".tsx","40822","39.87"
"archive\_wingman_backup_compare_visible_skus_direct_20260614-121400\ComparePageNew.tsx","archive",".tsx","40501","39.55"
"archive\_wingman_backup_compare_full_visible_skus_20260614-121739\ComparePageNew.tsx","archive",".tsx","40501","39.55"
"archive\_wingman_backup_compare_visible_brand_skus_20260614-121122\ComparePageNew.tsx","archive",".tsx","40501","39.55"
"archive\_wingman_backup_compare_lookup_visible_skus_20260614-121232\ComparePageNew.tsx","archive",".tsx","40501","39.55"
"backups\product-pitch-cleanup-20260709-150906\ProductPitchPage.tsx.bak","backups",".bak","40494","39.54"
"archive\_wingman_backup_compare_candidate_gate_retry_20260614-120831\ComparePageNew.tsx","archive",".tsx","40478","39.53"
"data\governance\wyrestorm-technical-profiles.json.20260722-091530.bak","data",".bak","40382","39.44"
"backups\proposal-wizard-20260713-175009\src_wingman2_pages_ProposalPage.tsx.bak","backups",".bak","40362","39.42"
"archive\_src_inline_backups\src\wingman2\pages\ProposalPage.tsx.bak-template-proposal-handoff-20260627-094536","archive",".bak-template-proposal-handoff-20260627-094536","40196","39.25"
"archive\backups\product-story-engine-and-handoff-2026-06-08_11-06-34\src\wingman2\pages\ProductPitchPage.tsx","archive",".tsx","40097","39.16"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCommercialOverrides.ts",".wingman-work",".ts","39733","38.8"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCommercialOverrides.ts",".wingman-work",".ts","39733","38.8"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCommercialOverrides.ts",".wingman-work",".ts","39733","38.8"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\productCallCommercialOverrides.ts","archive",".ts","39727","38.8"
"archive\_wingman_backup_compare_datalist_line_cleanup_20260614-115428\ComparePageNew.tsx","archive",".tsx","39167","38.25"
"archive\_wingman_backup_remove_datalist_exact_20260614-115903\ComparePageNew.tsx","archive",".tsx","39167","38.25"
"archive\_wingman_backup_compare_remove_datalist_20260614-115320\ComparePageNew.tsx","archive",".tsx","39167","38.25"
"archive\_wingman_backup_compare_marker_fix_20260614-114645\ComparePageNew.tsx","archive",".tsx","39084","38.17"
"archive\_src_inline_backups\src\wingman2\pages\ProposalPage.tsx.bak-template-proposal-handoff-20260627-094422","archive",".bak-template-proposal-handoff-20260627-094422","39076","38.16"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\diagramTemplates.ts","archive",".ts","38884","37.97"
"archive\_wingman_backup_compare_candidate_gate_20260614-120253\ComparePageNew.tsx","archive",".tsx","38797","37.89"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104203\IngestPage.tsx","archive",".tsx","38587","37.68"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104535\IngestPage.tsx","archive",".tsx","38587","37.68"
